composer,piece,piece_url,piece_item_code,movie
"CHOPIN, FRYDERYK","Andante spianato and Grande Polonaise Brillante, Op. 22",https://www.naxos.com/catalogue/item.asp?item_code=8.554535,8.554535,Partir (2009)
"CHOPIN, FRYDERYK","Andante spianato and Grande Polonaise Brillante, Op. 22",https://www.naxos.com/catalogue/item.asp?item_code=8.554535,8.554535,Pianist (The) (2002)
"CHOPIN, FRYDERYK","Ballade No. 1 in G Minor, Op. 23",https://www.naxos.com/catalogue/item.asp?item_code=8.550508,8.550508,Alias Betty (Betty Fisher and other stories) (2001)
"CHOPIN, FRYDERYK","Ballade No. 1 in G Minor, Op. 23",https://www.naxos.com/catalogue/item.asp?item_code=8.550508,8.550508,Pianist (The) (2002)
"CHOPIN, FRYDERYK","Ballade No. 1 in G Minor, Op. 23",https://www.naxos.com/catalogue/item.asp?item_code=8.550508,8.550508,Suspicious Minds (1997)
"CHOPIN, FRYDERYK","Ballade No. 3 in A-flat major, Op. 47",https://www.naxos.com/catalogue/item.asp?item_code=8.550508,8.550508,Love Is Strange (2014)
"CHOPIN, FRYDERYK","Barcarolle, Op. 60",https://www.naxos.com/catalogue/item.asp?item_code=8.554536,8.554536,Food of Love (2002)
"CHOPIN, FRYDERYK","Berceuse in D-flat major, Op. 57",https://www.naxos.com/catalogue/item.asp?item_code=8.550508,8.550508,Love Is Strange (2014)
"CHOPIN, FRYDERYK","Etude No. 3 in E major, Op. 10, No. 3",https://www.naxos.com/catalogue/item.asp?item_code=8.554528,8.554528,L'Oriana (2015)
"CHOPIN, FRYDERYK","Etude No. 3 in E major, Op. 10, No. 3",https://www.naxos.com/catalogue/item.asp?item_code=8.554528,8.554528,Laggies (2014)
"CHOPIN, FRYDERYK","Etude No. 3 in E major, Op. 10, No. 3",https://www.naxos.com/catalogue/item.asp?item_code=8.554528,8.554528, Testament of Youth (2014)
"CHOPIN, FRYDERYK","Etude No. 6 in E-flat minor, Op. 10, No. 6",https://www.naxos.com/catalogue/item.asp?item_code=8.554528,8.554528,Torrents of Spring (1989)
"CHOPIN, FRYDERYK","Etude No. 9 in F minor, Op. 10, No. 9",https://www.naxos.com/catalogue/item.asp?item_code=8.554528,8.554528,Ivansxtc (2000)
"CHOPIN, FRYDERYK","Etude No. 12 in C minor, Op. 10, No. 12, ""Revolutionary""",https://www.naxos.com/catalogue/item.asp?item_code=8.554528,8.554528,Lady L (1965)
"CHOPIN, FRYDERYK","Etude No. 12 in C minor, Op. 10, No. 12, ""Revolutionary""",https://www.naxos.com/catalogue/item.asp?item_code=8.554528,8.554528,Lost and Found (2008)
"CHOPIN, FRYDERYK","Etude No. 21 in G-flat major, Op. 25, No. 9, ""Butterfly's Wings""",https://www.naxos.com/catalogue/item.asp?item_code=8.554528,8.554528,Prestige (The) (2006)
"CHOPIN, FRYDERYK","Etude No. 23 in A minor, Op. 25, No. 11, ""Winter Wind""",https://www.naxos.com/catalogue/item.asp?item_code=8.554528,8.554528,Nothing Lasts Forever (1984)
"CHOPIN, FRYDERYK","Fantasy-Impromptu in C sharp minor, Op. 66",https://www.naxos.com/catalogue/item.asp?item_code=8.550362,8.550362,Bernie (2011)
"CHOPIN, FRYDERYK","Fantasy-Impromptu in C sharp minor, Op. 66",https://www.naxos.com/catalogue/item.asp?item_code=8.550362,8.550362,Colonel Redl (1985)
"CHOPIN, FRYDERYK","Impromptu No. 3 in G-flat major, Op. 51",https://www.naxos.com/catalogue/item.asp?item_code=8.554538,8.554538,Divorce (Le) (2003)
"CHOPIN, FRYDERYK",Les Sylphides,https://www.naxos.com/catalogue/item.asp?item_code=C10073,C10073,Getting It Right (1989)
"CHOPIN, FRYDERYK","Mazurka No. 13 in A minor, Op. 17, No. 4",https://www.naxos.com/catalogue/item.asp?item_code=8.554529,8.554529,Cries and Whispers (1972)
"CHOPIN, FRYDERYK","Mazurka No. 13 in A minor, Op. 17, No. 4",https://www.naxos.com/catalogue/item.asp?item_code=8.554529,8.554529,Empire of the Sun (1987)
"CHOPIN, FRYDERYK","Mazurka No. 13 in A minor, Op. 17, No. 4",https://www.naxos.com/catalogue/item.asp?item_code=8.554529,8.554529,Ivansxtc (2000)
"CHOPIN, FRYDERYK","Mazurka No. 23 in D major, Op. 33, No. 2",https://www.naxos.com/catalogue/item.asp?item_code=8.554529,8.554529,Nixon (1995)
"CHOPIN, FRYDERYK","Mazurka No. 36 in A minor, Op. 59, No. 1",https://www.naxos.com/catalogue/item.asp?item_code=8.554530,8.554530,Lovely Rita
"CHOPIN, FRYDERYK","Mazurka No. 47 in A minor, Op. 68, No. 2",https://www.naxos.com/catalogue/item.asp?item_code=8.554530,8.554530,People vs. Larry Flynt (The) (1996)
"CHOPIN, FRYDERYK","Nocturne No. 1 in B-flat minor, Op. 9, No. 1",https://www.naxos.com/catalogue/item.asp?item_code=8.554531,8.554531,"Bullets, Fangs and Dinner at 8 (2015)"
"CHOPIN, FRYDERYK","Nocturne No. 2 in E-flat major, Op. 9, No. 2",https://www.naxos.com/catalogue/item.asp?item_code=8.554531,8.554531,Bad Santa (2003)
"CHOPIN, FRYDERYK","Nocturne No. 2 in E-flat major, Op. 9, No. 2",https://www.naxos.com/catalogue/item.asp?item_code=8.554531,8.554531,Big Red One (The) (1980)
"CHOPIN, FRYDERYK","Nocturne No. 2 in E-flat major, Op. 9, No. 2",https://www.naxos.com/catalogue/item.asp?item_code=8.554531,8.554531,Blue Lagoon (1980)
"CHOPIN, FRYDERYK","Nocturne No. 2 in E-flat major, Op. 9, No. 2",https://www.naxos.com/catalogue/item.asp?item_code=8.554531,8.554531,Crush (2001)
"CHOPIN, FRYDERYK","Nocturne No. 2 in E-flat major, Op. 9, No. 2",https://www.naxos.com/catalogue/item.asp?item_code=8.554531,8.554531,Dark Crimes
"CHOPIN, FRYDERYK","Nocturne No. 2 in E-flat major, Op. 9, No. 2",https://www.naxos.com/catalogue/item.asp?item_code=8.554531,8.554531,Loss of Sexual
"CHOPIN, FRYDERYK","Nocturne No. 2 in E-flat major, Op. 9, No. 2",https://www.naxos.com/catalogue/item.asp?item_code=8.554531,8.554531,Innocence (The) (1999)
"CHOPIN, FRYDERYK","Nocturne No. 2 in E-flat major, Op. 9, No. 2",https://www.naxos.com/catalogue/item.asp?item_code=8.554531,8.554531,Man Trouble (1992)
"CHOPIN, FRYDERYK","Nocturne No. 2 in E-flat major, Op. 9, No. 2",https://www.naxos.com/catalogue/item.asp?item_code=8.554531,8.554531,Mistress America (2015)
"CHOPIN, FRYDERYK","Nocturne No. 2 in E-flat major, Op. 9, No. 2",https://www.naxos.com/catalogue/item.asp?item_code=8.554531,8.554531,Modern Strife in the Summer of 2014 (2015)
"CHOPIN, FRYDERYK","Nocturne No. 2 in E-flat major, Op. 9, No. 2",https://www.naxos.com/catalogue/item.asp?item_code=8.554531,8.554531,Passage to Mars (2016)
"CHOPIN, FRYDERYK","Nocturne No. 2 in E-flat major, Op. 9, No. 2",https://www.naxos.com/catalogue/item.asp?item_code=8.554531,8.554531,Point of Honor (2015)
"CHOPIN, FRYDERYK","Nocturne No. 2 in E-flat major, Op. 9, No. 2",https://www.naxos.com/catalogue/item.asp?item_code=8.554531,8.554531,Saturday Night Fever (1977)
"CHOPIN, FRYDERYK","Nocturne No. 2 in E-flat major, Op. 9, No. 2",https://www.naxos.com/catalogue/item.asp?item_code=8.554531,8.554531,Sleep with Me (1994)
"CHOPIN, FRYDERYK","Nocturne No. 2 in E-flat major, Op. 9, No. 2",https://www.naxos.com/catalogue/item.asp?item_code=8.554531,8.554531,Teacher's Pet (2000)
"CHOPIN, FRYDERYK","Nocturne No. 2 in E-flat major, Op. 9, No. 2",https://www.naxos.com/catalogue/item.asp?item_code=8.554531,8.554531,Waking Life (2001)
"CHOPIN, FRYDERYK","Nocturne No. 2 in E-flat major, Op. 9, No. 2",https://www.naxos.com/catalogue/item.asp?item_code=8.554531,8.554531,Wedding Ringer (The) (2015)
"CHOPIN, FRYDERYK","Nocturne No. 4 in F major, Op. 15, No. 1",https://www.naxos.com/catalogue/item.asp?item_code=8.554531,8.554531,Equals (2015)
"CHOPIN, FRYDERYK","Nocturne No. 5 in F-sharp major, Op. 15, No. 2",https://www.naxos.com/catalogue/item.asp?item_code=8.554531,8.554531,Love Is Strange (2014)
"CHOPIN, FRYDERYK","Nocturne No. 6 in G minor, Op. 15, No. 3",https://www.naxos.com/catalogue/item.asp?item_code=8.554531,8.554531,Barbara (I) (2012)
"CHOPIN, FRYDERYK","Nocturne No. 7 in C-sharp minor, Op. 27, No. 1",https://www.naxos.com/catalogue/item.asp?item_code=8.554531,8.554531,Dionysia (A) (2015)
"CHOPIN, FRYDERYK","Nocturne No. 7 in C-sharp minor, Op. 27, No. 1",https://www.naxos.com/catalogue/item.asp?item_code=8.554531,8.554531, Peacemaker (The) (1997)
"CHOPIN, FRYDERYK","Nocturne No. 8 in D-flat major, Op. 27, No. 2",https://www.naxos.com/catalogue/item.asp?item_code=8.554531,8.554531,Bodily Harm (1993)
"CHOPIN, FRYDERYK","Nocturne No. 8 in D-flat major, Op. 27, No. 2",https://www.naxos.com/catalogue/item.asp?item_code=8.554531,8.554531,Bodily Harm (1995)
"CHOPIN, FRYDERYK","Nocturne No. 8 in D-flat major, Op. 27, No. 2",https://www.naxos.com/catalogue/item.asp?item_code=8.554531,8.554531,Loss of Sexual Innocence (The) (1999)
"CHOPIN, FRYDERYK","Nocturne No. 8 in D-flat major, Op. 27, No. 2",https://www.naxos.com/catalogue/item.asp?item_code=8.554531,8.554531,Love Is Strange (2014)
"CHOPIN, FRYDERYK","Nocturne No. 9 in B major, Op. 32, No. 1",https://www.naxos.com/catalogue/item.asp?item_code=8.554531,8.554531,Lazy Hazy Crazy (2015)
"CHOPIN, FRYDERYK","Nocturne No. 9 in B major, Op. 32, No. 1",https://www.naxos.com/catalogue/item.asp?item_code=8.554531,8.554531,Net (The) (1995)
"CHOPIN, FRYDERYK","Nocturne No. 9 in B major, Op. 32, No. 1",https://www.naxos.com/catalogue/item.asp?item_code=8.554531,8.554531,Punisher (The) (2004)
"CHOPIN, FRYDERYK","Nocturne No. 15 in F minor, Op. 55, No. 1",https://www.naxos.com/catalogue/item.asp?item_code=8.554532,8.554532,Peacemaker (The) (1997)
"CHOPIN, FRYDERYK","Nocturne No. 19 in E minor, Op. 72, No. 1",https://www.naxos.com/catalogue/item.asp?item_code=8.554532,8.554532,Mind Games (1996)
"CHOPIN, FRYDERYK","Nocturne No. 20 in C-sharp minor, Op. post.",https://www.naxos.com/catalogue/item.asp?item_code=8.554531,8.554531,Louder Than Bombs (2015)
"CHOPIN, FRYDERYK",Nocturne No. 21 in C minor,https://www.naxos.com/catalogue/item.asp?item_code=8.554531,8.554531,Pianist (The) (2002)
"CHOPIN, FRYDERYK","Piano Concerto No. 1 in E minor, Op. 11",https://www.naxos.com/catalogue/item.asp?item_code=8.554540,8.554540,Lady in the Van (The) (2015)
"CHOPIN, FRYDERYK","Piano Concerto No. 1 in E minor, Op. 11: II. Romance",https://www.naxos.com/catalogue/item.asp?item_code=8.554540,8.554540,Truman Show (The) (1998)
"CHOPIN, FRYDERYK","Piano Concerto No. 1 in E minor, Op. 11: III. Rondo: Vivace",https://www.naxos.com/catalogue/item.asp?item_code=8.554540,8.554540,10 Things I Hate About You (1999)
"CHOPIN, FRYDERYK","Piano Concerto No. 2 in F Minor, Op. 21: II. Larghetto",https://www.naxos.com/catalogue/item.asp?item_code=8.550369,8.550369,House of Last Things (The Last House) (2013)
"CHOPIN, FRYDERYK","Piano Sonata No. 2 in B-flat minor, Op. 35: III. Marche funebre",https://www.naxos.com/catalogue/item.asp?item_code=8.554533,8.554533,Amazon Women on the Moon (1987)
"CHOPIN, FRYDERYK","Piano Sonata No. 2 in B-flat minor, Op. 35: III. Marche funebre",https://www.naxos.com/catalogue/item.asp?item_code=8.554533,8.554533,Bachelor (The)
"CHOPIN, FRYDERYK","Piano Sonata No. 2 in B-flat minor, Op. 35: III. Marche funebre",https://www.naxos.com/catalogue/item.asp?item_code=8.554533,8.554533,Beverly Hillbillies (The) (1962)
"CHOPIN, FRYDERYK","Piano Sonata No. 2 in B-flat minor, Op. 35: III. Marche funebre",https://www.naxos.com/catalogue/item.asp?item_code=8.554533,8.554533,Citizen Kane (1941)
"CHOPIN, FRYDERYK","Piano Sonata No. 2 in B-flat minor, Op. 35: III. Marche funebre",https://www.naxos.com/catalogue/item.asp?item_code=8.554533,8.554533,Fanny and Alexander (1982)
"CHOPIN, FRYDERYK","Piano Sonata No. 2 in B-flat minor, Op. 35: III. Marche funebre",https://www.naxos.com/catalogue/item.asp?item_code=8.554533,8.554533,Fighting Temptations (The) (2003)
"CHOPIN, FRYDERYK","Piano Sonata No. 2 in B-flat minor, Op. 35: III. Marche funebre",https://www.naxos.com/catalogue/item.asp?item_code=8.554533,8.554533,Paradise Road (1997)
"CHOPIN, FRYDERYK","Piano Sonata No. 2 in B-flat minor, Op. 35: III. Marche funebre",https://www.naxos.com/catalogue/item.asp?item_code=8.554533,8.554533,Space Jam (1996)
"CHOPIN, FRYDERYK","Polonaise No. 6 in A-flat major, Op. 53, ""Heroic""",https://www.naxos.com/catalogue/item.asp?item_code=8.554534,8.554534,Chop Suey (2001)
"CHOPIN, FRYDERYK","Polonaise No. 6 in A-flat major, Op. 53, ""Heroic""",https://www.naxos.com/catalogue/item.asp?item_code=8.554534,8.554534,Nothing Lasts Forever (1984)
"CHOPIN, FRYDERYK","Polonaise No. 6 in A-flat major, Op. 53, ""Heroic""",https://www.naxos.com/catalogue/item.asp?item_code=8.554534,8.554534,Shine (1996)
"CHOPIN, FRYDERYK","Prelude No. 1 in C major, Op. 28, No. 1",https://www.naxos.com/catalogue/item.asp?item_code=8.554536,8.554536,Hitchcock (2012)
"CHOPIN, FRYDERYK","Prelude No. 2 in A minor, Op. 28, No. 2",https://www.naxos.com/catalogue/item.asp?item_code=8.554536,8.554536,Autumn Sonata (1978)
"CHOPIN, FRYDERYK","Prelude No. 4 in E minor, Op. 28, No. 4",https://www.naxos.com/catalogue/item.asp?item_code=8.554536,8.554536,Death of Stalin (The) (2017)
"CHOPIN, FRYDERYK","Prelude No. 4 in E minor, Op. 28, No. 4",https://www.naxos.com/catalogue/item.asp?item_code=8.554536,8.554536,Demon (2015)
"CHOPIN, FRYDERYK","Prelude No. 4 in E minor, Op. 28, No. 4",https://www.naxos.com/catalogue/item.asp?item_code=8.554536,8.554536, Fifty Shades of Grey (2015)
"CHOPIN, FRYDERYK","Prelude No. 4 in E minor, Op. 28, No. 4",https://www.naxos.com/catalogue/item.asp?item_code=8.554536,8.554536,Five Easy Pieces (1970)
"CHOPIN, FRYDERYK","Prelude No. 15 in D-flat major, Op. 28, No. 15",https://www.naxos.com/catalogue/item.asp?item_code=8.554536,8.554536,City by the Sea (2002)
"CHOPIN, FRYDERYK","Prelude No. 15 in D-flat major, Op. 28, No. 15",https://www.naxos.com/catalogue/item.asp?item_code=8.554536,8.554536,Face/Off (1997)
"CHOPIN, FRYDERYK","Prelude No. 15 in D-flat major, Op. 28, No. 15",https://www.naxos.com/catalogue/item.asp?item_code=8.554536,8.554536,Hindenburg (The) (1975)
"CHOPIN, FRYDERYK","Prelude No. 15 in D-flat major, Op. 28, No. 15",https://www.naxos.com/catalogue/item.asp?item_code=8.554536,8.554536,Lady L (1965)
"CHOPIN, FRYDERYK","Prelude No. 15 in D-flat major, Op. 28, No. 15",https://www.naxos.com/catalogue/item.asp?item_code=8.554536,8.554536,Lost & Found (2016)
"CHOPIN, FRYDERYK","Prelude No. 15 in D-flat major, Op. 28, No. 15",https://www.naxos.com/catalogue/item.asp?item_code=8.554536,8.554536,Love Is Strange (2014)
"CHOPIN, FRYDERYK","Prelude No. 15 in D-flat major, Op. 28, No. 15",https://www.naxos.com/catalogue/item.asp?item_code=8.554536,8.554536, Moonraker (1979)
"CHOPIN, FRYDERYK","Prelude No. 15 in D-flat major, Op. 28, No. 15",https://www.naxos.com/catalogue/item.asp?item_code=8.554536,8.554536,Shine (1996)
"CHOPIN, FRYDERYK","Prelude No. 15 in D-flat major, Op. 28, No. 15",https://www.naxos.com/catalogue/item.asp?item_code=8.554536,8.554536,xXx (2002)
"CHOPIN, FRYDERYK","Prelude No. 16 in B-flat minor, Op. 28, No. 16",https://www.naxos.com/catalogue/item.asp?item_code=8.554536,8.554536,Food of Love (2002)
"CHOPIN, FRYDERYK","Scherzo No. 2 in B-flat minor, Op. 31",https://www.naxos.com/catalogue/item.asp?item_code=8.554538,8.554538,Food of Love (2002)
"CHOPIN, FRYDERYK","Waltz No. 1 in E-flat major, Op. 18",https://www.naxos.com/catalogue/item.asp?item_code=8.554539,8.554539,Hudsucker Proxy (The) (1994)
"CHOPIN, FRYDERYK","Waltz No. 1 in E-flat major, Op. 18",https://www.naxos.com/catalogue/item.asp?item_code=8.554539,8.554539,Shaun the Sheep Movie (2015)
"CHOPIN, FRYDERYK","Waltz No. 3 in A minor, Op. 34, No. 2",https://www.naxos.com/catalogue/item.asp?item_code=8.554539,8.554539,Unhook the Stars (1996)
"CHOPIN, FRYDERYK","Waltz No. 6 in D-flat major, Op. 64, No. 1, ""Minute""",https://www.naxos.com/catalogue/item.asp?item_code=8.554539,8.554539,Paycheck (2003)
"CHOPIN, FRYDERYK","Waltz No. 6 in D-flat major, Op. 64, No. 1, ""Minute""",https://www.naxos.com/catalogue/item.asp?item_code=8.554539,8.554539,Pride (I) (2014)
"CHOPIN, FRYDERYK","Waltz No. 7 in C-sharp minor, Op. 64, No. 2",https://www.naxos.com/catalogue/item.asp?item_code=8.554539,8.554539,Arthur (1981)
"CHOPIN, FRYDERYK","Waltz No. 7 in C-sharp minor, Op. 64, No. 2",https://www.naxos.com/catalogue/item.asp?item_code=8.554539,8.554539,Avengers (1998)
"CHOPIN, FRYDERYK","Waltz No. 7 in C-sharp minor, Op. 64, No. 2",https://www.naxos.com/catalogue/item.asp?item_code=8.554539,8.554539,Brokedown Palace (1999)
"CHOPIN, FRYDERYK","Waltz No. 7 in C-sharp minor, Op. 64, No. 2",https://www.naxos.com/catalogue/item.asp?item_code=8.554539,8.554539,Inner Circle (The)
"CHOPIN, FRYDERYK","Waltz No. 7 in C-sharp minor, Op. 64, No. 2",https://www.naxos.com/catalogue/item.asp?item_code=8.554539,8.554539,Love Is Strange (2014)
"CHOPIN, FRYDERYK","Waltz No. 7 in C-sharp minor, Op. 64, No. 2",https://www.naxos.com/catalogue/item.asp?item_code=8.554539,8.554539,Soapdish (1991)
"CHOPIN, FRYDERYK","Waltz No. 9 in A-flat major, Op. 69, No. 1, ""L'adieu""",https://www.naxos.com/catalogue/item.asp?item_code=8.554539,8.554539,Anna
"CHOPIN, FRYDERYK","Waltz No. 9 in A-flat major, Op. 69, No. 1, ""L'adieu""",https://www.naxos.com/catalogue/item.asp?item_code=8.554539,8.554539,Je rentre a la maison (I'm Going Home) (2001)
"CHOPIN, FRYDERYK","Waltz No. 9 in A-flat major, Op. 69, No. 1, ""L'adieu""",https://www.naxos.com/catalogue/item.asp?item_code=8.554539,8.554539,L'amant (The Lover) (1992)
"CHOPIN, FRYDERYK","Waltz No. 9 in A-flat major, Op. 69, No. 1, ""L'adieu""",https://www.naxos.com/catalogue/item.asp?item_code=8.554539,8.554539,Others (The) (2001)
"CHOPIN, FRYDERYK","Waltz No. 9 in A-flat major, Op. 69, No. 1, ""L'adieu""",https://www.naxos.com/catalogue/item.asp?item_code=8.554539,8.554539,Trust (The) (2016)
"CHOPIN, FRYDERYK","Waltz No. 10 in B minor, Op. 69, No. 2",https://www.naxos.com/catalogue/item.asp?item_code=8.554539,8.554539,Nixon (1995)
"CHOPIN, FRYDERYK","Waltz No. 10 in B minor, Op. 69, No. 2",https://www.naxos.com/catalogue/item.asp?item_code=8.554539,8.554539,One Chance (2013)
"CHOPIN, FRYDERYK","Waltz No. 11 in G-flat major, Op. 70, No. 1",https://www.naxos.com/catalogue/item.asp?item_code=8.554539,8.554539,V.I. Warshawski (1991)
"CHOPIN, FRYDERYK","Waltz No. 14 in E minor, Op. posth.",https://www.naxos.com/catalogue/item.asp?item_code=8.554539,8.554539,Sneakers (1992)
"CILEA, FRANCESCO",Adriana Lecouvreur: Io son l'umile ancella,https://www.naxos.com/catalogue/item.asp?item_code=8.111275,8.111275,Philadelphia (1993)
"CILEA, FRANCESCO",Adriana Lecouvreur: Io son l'umile ancella,https://www.naxos.com/catalogue/item.asp?item_code=8.111275,8.111275,Philadelphia (1993)
"CIURLIONIS, MIKALOJUS KONSTANTINAS","Prelude in F - Sharp Major, VL 184, ""Angelus Domini""",https://www.naxos.com/catalogue/item.asp?item_code=8.572659,8.572659,Mad to Be Normal (2017)
"COPLAND, AARON",Appalachian Spring: I. Very slowly,https://www.naxos.com/catalogue/item.asp?item_code=CDR90000-125,CDR90000-125,He Got Game (1998)
"COPLAND, AARON",Appalachian Spring: VII. Doppio movimento,https://www.naxos.com/catalogue/item.asp?item_code=CDR90000-125,CDR90000-125,Communion
"COPLAND, AARON",Appalachian Spring: VII. Doppio movimento,https://www.naxos.com/catalogue/item.asp?item_code=CDR90000-125,CDR90000-125,He Got Game (1998)
"COPLAND, AARON",Appalachian Spring: VIII. Moderato,https://www.naxos.com/catalogue/item.asp?item_code=CDR90000-125,CDR90000-125,He Got Game (1998)
"COPLAND, AARON",Billy the Kid Suite: I. Introduction,https://www.naxos.com/catalogue/item.asp?item_code=DOR-90170,DOR-90170,He Got Game (1998)
"COPLAND, AARON",Billy the Kid Suite: VIII. The Open Prairie again,https://www.naxos.com/catalogue/item.asp?item_code=DOR-90170,DOR-90170,He Got Game (1998)
"COPLAND, AARON",Dance Panels: IV. Pas de trois,https://www.naxos.com/catalogue/item.asp?item_code=8.559758,8.559758,He Got Game (1998)
"COPLAND, AARON",Down a Country Lane,https://www.naxos.com/catalogue/item.asp?item_code=CDR90000-021,CDR90000-021,He Got Game (1998)
"COPLAND, AARON",Fanfare for the Common Man,https://www.naxos.com/catalogue/item.asp?item_code=8.550282,8.550282,Drop Dead Gorgeous (1999)
"COPLAND, AARON",Fanfare for the Common Man,https://www.naxos.com/catalogue/item.asp?item_code=8.550282,8.550282,He Got Game (1998)
"COPLAND, AARON",John Henry,https://naxosmusiclibrary.com/catalogue/item.asp?cid=074646059326,074646059326,He Got Game (1998)
"COPLAND, AARON",Letter from Home,https://www.naxos.com/catalogue/item.asp?item_code=8.559240,8.559240,He Got Game (1998)
"COPLAND, AARON",Lincoln Portrait,https://www.naxos.com/catalogue/item.asp?item_code=8.559373-74,8.559373-74,He Got Game (1998)
"COPLAND, AARON",Music for the Theatre Suite: III. Interlude,https://www.naxos.com/catalogue/item.asp?item_code=9.80865,9.80865,He Got Game (1998)
"COPLAND, AARON",New England Countryside,https://www.naxos.com/catalogue/item.asp?item_code=9.80865,9.80865,He Got Game (1998)
"COPLAND, AARON",Orchestral Variations,https://naxosmusiclibrary.com/catalogue/item.asp?cid=074644723625,074644723625,He Got Game (1998)
"COPLAND, AARON",Our Town,https://naxosmusiclibrary.com/catalogue/item.asp?cid=CRC3240,CRC3240,Faculty (The) (1998)
"COPLAND, AARON",Rodeo: IV. Hoe-Down,https://www.naxos.com/catalogue/item.asp?item_code=8.559240,8.559240,He Got Game (1998)
"COPLAND, AARON",The Red Pony Suite: IIIa. Dream March,https://www.naxos.com/catalogue/item.asp?item_code=8.559240,8.559240,He Got Game (1998)
"COPLAND, AARON",The Red Pony Suite: IIIb Circus March,https://www.naxos.com/catalogue/item.asp?item_code=8.559240,8.559240,He Got Game (1998)
"COPLAND, AARON",The Red Pony Suite: V. Grandfather's Story,https://www.naxos.com/catalogue/item.asp?item_code=8.559240,8.559240,He Got Game (1998)
"COPLAND, AARON",The Story of Grovers Corners,https://www.naxos.com/catalogue/item.asp?item_code=9.80865,9.80865,He Got Game (1998)
"CORELLI, ARCANGELO","Concerto Grosso in G Minor, Op. 6, No. 8, ""Christmas Concerto"": III. Adagio-Allegro-Adagio",https://www.naxos.com/catalogue/item.asp?item_code=8.550403,8.550403,Master and Commander: The Far Side of the World (2003)
"CORELLI, ARCANGELO","Follia, Op. 5, No. 12",https://www.naxos.com/catalogue/item.asp?item_code=8.557799,8.557799,Jefferson in Paris (1995)
"COUPERIN, FRANCOIS",3 Lecons de tenebres: Manum suam misit hostis,https://www.naxos.com/catalogue/item.asp?item_code=HMA195210,HMA195210,Pelican Brief (1993)
"CRUMB, GEORGE",Black Angels: Threnody I - Night of the Electric Insects,https://naxosmusiclibrary.com/catalogue/item.asp?cid=BCD9139,BCD9139,Exorcist (The) (1973)
"DANZI, FRANZ","DANZI Wind Quintet in G minor, Op. 56, No. 2",https://www.naxos.com/catalogue/item.asp?item_code=8.553076,8.553076,Flatliners (2017)
"DARKE, HAROLD",In the Bleak Midwinter,https://www.naxos.com/catalogue/item.asp?item_code=8.554179,8.554179,Holding the Man (2015)
"DE LISLE, CLAUDE-JOSEPH ROUGET",La Marseillaise,https://www.naxos.com/catalogue/item.asp?item_code=ODE999-2C,ODE999-2C,Bis (2015)
"DE LISLE, CLAUDE-JOSEPH ROUGET",La Marseillaise,https://www.naxos.com/catalogue/item.asp?item_code=ODE999-2C,ODE999-2C,Hundred-Foot Journey (The) (2014)
"DEBUSSY, CLAUDE",6 Epigraphes antiques: V. Pour l'egyptienne,https://www.naxos.com/catalogue/item.asp?item_code=8.553291,8.553291,Henry & June (1990)
"DEBUSSY, CLAUDE",Arabesque No. 1,https://www.naxos.com/catalogue/item.asp?item_code=8.553290,8.553290,Birds (The) (1963)
"DEBUSSY, CLAUDE",Arabesque No. 1,https://www.naxos.com/catalogue/item.asp?item_code=8.553290,8.553290,Spider-Man: Far from Home (2019)
"DEBUSSY, CLAUDE",La plus que lente,https://www.naxos.com/catalogue/item.asp?item_code=8.553292,8.553292,Henry & June (1990)
"DEBUSSY, CLAUDE",Le petit negre (The Little Negro),https://www.naxos.com/catalogue/item.asp?item_code=8.553291,8.553291,Populaire (1998)
"DEBUSSY, CLAUDE",Petite Suite,https://www.classicsonline.com/catalogue/product.aspx?cid=7318590005262,7318590005262,Bicentennial Man (1999)
"DEBUSSY, CLAUDE",Petite Suite: IV. Ballet,https://www.classicsonline.com/catalogue/product.aspx?cid=7318590005262,7318590005262,Henry & June (1990)
"DEBUSSY, CLAUDE",Prelude a l'apres-midi d'un faune,https://www.naxos.com/catalogue/item.asp?item_code=8.550262,8.550262,Nijinsky (1980)
"DEBUSSY, CLAUDE","Preludes, Book 1: No. 4 Les sons et les parfums tournent dans l'air du soir",https://www.naxos.com/catalogue/item.asp?item_code=8.553293,8.553293,Chignon d'Olga (Le) (2000)
"DEBUSSY, CLAUDE","Preludes, Book 1: No. 4 Les sons et les parfums tournent dans l'air du soir",https://www.naxos.com/catalogue/item.asp?item_code=8.553293,8.553293,Usual Suspects (The) (1995)
"DEBUSSY, CLAUDE","Preludes, Book 1: No. 6 Des pas sur la neige",https://www.naxos.com/catalogue/item.asp?item_code=,,"Other Voices, Other Rooms (1995)"
"DEBUSSY, CLAUDE","Preludes, Book 1: No. 8 La fille aux cheveux de lin",https://www.naxos.com/catalogue/item.asp?item_code=8.553293,8.553293,Chignon d'Olga (Le) (2000)
"DEBUSSY, CLAUDE","Preludes, Book 1: No. 8 La fille aux cheveux de lin",https://www.naxos.com/catalogue/item.asp?item_code=8.553293,8.553293, Invisible Ink (II) (2015)
"DEBUSSY, CLAUDE","Preludes, Book 1: No. 8 La fille aux cheveux de lin",https://www.naxos.com/catalogue/item.asp?item_code=8.553293,8.553293,Tom of Finland (2017)
"DEBUSSY, CLAUDE","Preludes, Book 1: No. 10 La cathedrale engloutie",https://www.naxos.com/catalogue/item.asp?item_code=8.553293,8.553293,Escape from New York (1981)
