composerNameFull,pieceName,pieceCode,pieceURL,pieceMovies
"BELLINI, VINCENZO",Norma: Prelude to Act II,8.110325-27,https://www.naxos.com/catalogue/item.asp?item_code=8.110325-27,Lorenzo's Oil (1992)
"BERLIOZ, HECTOR","Harold in Italy, Op. 16: II. Allegretto",,https://www.naxos.com/catalogue/item.asp?item_code=,To the Wonder (2012)
"BERLIOZ, HECTOR","Les nuits d'ete (The Nights of Summer), Op. 7: Le spectre de la rose (The Spectre of the Rose)",8.557274,https://www.naxos.com/catalogue/item.asp?item_code=8.557274,L'Accompagnatrice (The Accompanist) (1992)
"BERLIOZ, HECTOR","Les nuits d'ete (The Nights of Summer), Op. 7: Villanelle",8.557274,https://www.naxos.com/catalogue/item.asp?item_code=8.557274,L'Accompagnatrice (The Accompanist) (1992)
"BERLIOZ, HECTOR","La Damnation de Faust (The Damnation of Faust), Op. 24:  Hungarian March, ""Rakoczy March""",8.660116-17,https://www.naxos.com/catalogue/item.asp?item_code=8.660116-17,Jakob the Liar (1999)
"BERLIOZ, HECTOR","Symphonie fantastique, Op. 14: II. Un bal: Allegro non troppo",8.550093,https://www.naxos.com/catalogue/item.asp?item_code=8.550093,Kingsman: The Golden Circle (2017)   Phantom Thread (2017)  Sleeping with the Enemy (1991)
"BERLIOZ, HECTOR","Symphonie fantastique, Op. 14: III. Scene aux champs: Adagio",8.550093,https://www.naxos.com/catalogue/item.asp?item_code=8.550093,Equals (2015)
"BERLIOZ, HECTOR","Symphonie fantastique, Op. 14: V. Songe d'un nuit de Sabbat: Larghetto - Allegro",8.550093,https://www.naxos.com/catalogue/item.asp?item_code=8.550093,Sleeping with the Enemy (1991)
"BERLIOZ, HECTOR","L'Enfance du Christ, Op. 25: The Arrival at Sais - Trio for two flutes and harp, played by the young Ishmaelites from L'Enfance du Christ",8.553650-51,https://www.naxos.com/catalogue/item.asp?item_code=8.553650-51,Mona Lisa Smile (2003)
"BERLIOZ, HECTOR",Les Troyens: Vallon sonore,822231101024,https://www.classicsonline.com/catalogue/product.aspx?cid=822231101024,Star Trek: First Contact (1996)
"BERNSTEIN, LEONARD",West Side Story: Excerpts,8.559126,https://www.naxos.com/catalogue/item.asp?item_code=8.559126,Analyze That (2002)
"BERNSTEIN, LEONARD",West Side Story: I Feel Pretty,8.559126,https://www.naxos.com/catalogue/item.asp?item_code=8.559126,Anger Management (2003)
"BINGE, RONALD",Sailing By,8.223515,https://www.naxos.com/catalogue/item.asp?item_code=8.223515,High-Rise (2015)
"BIZET, GEORGES",Carmen Suite No. 1: V. Les Toreadors,8.550061,https://www.naxos.com/catalogue/item.asp?item_code=8.550061,Muppets Most Wanted (2014)
"BIZET, GEORGES",Carmen Suite No. 2: VI. Danse Boheme,8.550061,https://www.naxos.com/catalogue/item.asp?item_code=8.550061,There's Something About Mary (1998)
"BIZET, GEORGES",Carmen,8.660005-07,https://www.naxos.com/catalogue/item.asp?item_code=8.660005-07,Book of Life (The) (2014)  Invisible Ink (II) (2015)
"BIZET, GEORGES","Carmen: En vain, pour eviter les reponses ameres",8.660005-07,https://www.naxos.com/catalogue/item.asp?item_code=8.660005-07,Blue Mountain State: The Rise of Thadland (2016)
"BIZET, GEORGES",Carmen: La fleur que tu m'avais jetee,8.550727,https://www.naxos.com/catalogue/item.asp?item_code=8.550727,"Art of War (The) (2000)  Other Voices, Other Rooms (1995)"
"BIZET, GEORGES","Carmen: L'amour est un oiseau rebelle, ""Habanera""",8.660005-07,https://www.naxos.com/catalogue/item.asp?item_code=8.660005-07,"Bohemian Rhapsody (2018)  Bullets, Fangs and Dinner at 8 (2015)  Cyberbully (2015)  Dr Jekyll and Mr Hyde (1931)  Entrapment (1999)  Hudsucker Proxy (The) (1994)  Meet the Parents (2000)  Parapluies de Cherbourg (Les) (The Umbrellas of Cherbourg) (1964)  Salem Rogers (2015)  Serendipity (2001)  Someone Like You (2001)  Streetfighter (1975)  Trance  Trainspotting (1996)"
"BIZET, GEORGES",Carmen: Prelude,8.660005-07,https://www.naxos.com/catalogue/item.asp?item_code=8.660005-07,Magnolia (1999)
"BIZET, GEORGES","Carmen: Votre toast, je peux vous le rendre",8.660005-07,https://www.naxos.com/catalogue/item.asp?item_code=8.660005-07,Babe (1995)
"BIZET, GEORGES",L'arlesienne Suite No. 2,8.550061,https://www.naxos.com/catalogue/item.asp?item_code=8.550061,Chop Suey (2001)
"BIZET, GEORGES",Les pecheurs de perles (Pearl Fishers): Au fond du temple saint,8.553030,https://www.naxos.com/catalogue/item.asp?item_code=8.553030,Gallipoli (1981)
"BIZET, GEORGES","Les pecheurs de perles (The Pearl Fishers): Leila! Leila! Dieu puissant, le voila!",CDS459,https://www.naxos.com/catalogue/item.asp?item_code=CDS459,Bruno (2009)  Little Women (1994)
"BOCCHERINI, LUIGI","String Quintet in C major, Op. 30, No. 6, G. 324, ""La musica notturna delle strade di Madrid"": V. Ritirata con variazioni",C10453,https://www.naxos.com/catalogue/item.asp?item_code=C10453,Master and Commander: The Far Side of the World (2003)
"BOCCHERINI, LUIGI","String Quintet in E major, G. 275",8.550731,https://www.naxos.com/catalogue/item.asp?item_code=8.550731,Quartet (2012)
"BOCCHERINI, LUIGI","String Quintet in E major, G. 275: III. Minuetto",8.550731,https://www.naxos.com/catalogue/item.asp?item_code=8.550731,"Ace Ventura: When Nature Calls (1995)  Cemetery Club (The) (1993)  Congo (1995)  D3: The Mighty Ducks (1996)  Distinguished Gentleman (The) (1992)  Ferris Bueller's Day Off (1986)  Goya en Burdeos (Goya in Bordeaux) (1999)  Greystoke: The Legend of Tarzan, Lord of the Apes (1984)  Hudsucker Proxy (The) (1994)  Ladykillers (The) (2004)  League of Their Own (A) (1992)  Princess Caraboo (1994)  Some Kind of Wonderful (1987)  Sour Grapes (1998)  This Is Spinal Tap (1984)"
"BORODIN, ALEXANDER PORFIR'YEVICH",Prince Igor: Polovtsian Dances - Ulyetay na kril'yahk vyetra (Fly away on the wings of the wind) from Prince Igor,8.557456,https://www.naxos.com/catalogue/item.asp?item_code=8.557456,Holidays (2016)  Joe Versus the Volcano (1990)  Raptor (2001)
"BORODIN, ALEXANDER PORFIR'YEVICH",String Quartet No. 2 in D major: III. Notturno,8.550850,https://www.naxos.com/catalogue/item.asp?item_code=8.550850,Bone Daddy (1998)  House of Mirth (The) (2000)  Living Daylights (The) (1987)
"BORODIN, ALEXANDER PORFIR'YEVICH",String Sextet in D minor: II. Andante,ONYX4067,https://naxosmusiclibrary.com/catalogue/item.asp?cid=ONYX4067,Heartbreakers (2001)
"BRAHMS, JOHANNES",Liebeslieder Waltzes Op. 52,881488702255,https://www.classicsonline.com/catalogue/product.aspx?cid=881488702255,Little Man Tate (1991)
"BRAHMS, JOHANNES","25 Variations and Fugue on a Theme by Handel, Op. 24",8.571295,https://www.naxos.com/catalogue/item.asp?item_code=8.571295,Amati Girls (The) (2000)
"BRAHMS, JOHANNES","A German Requiem, Op. 45",8.550213,https://www.naxos.com/catalogue/item.asp?item_code=8.550213,Love Lessons (1995)
"BRAHMS, JOHANNES","Academic Festival Overture, Op. 80",8.557428,https://www.naxos.com/catalogue/item.asp?item_code=8.557428,Volunteers (1985)
"BRAHMS, JOHANNES","Cello Sonata No. 2 in F major, Op. 99: II. Adagio affettuoso",8.550656,https://www.naxos.com/catalogue/item.asp?item_code=8.550656,Hilary and Jackie (1998)
"BRAHMS, JOHANNES","Fugue in A-flat minor, WoO 8",8.550824,https://www.naxos.com/catalogue/item.asp?item_code=8.550824,Grosse Point Blank (1997)
"BRAHMS, JOHANNES",Hungarian Dance No. 5,8.550110,https://www.naxos.com/catalogue/item.asp?item_code=8.550110,Boy (II) (The) (2016)  Dracula: Dead and Loving It (1995)  Great Dictator (The) (1940)  Green Man (The) (1956)  Hoje Eu Quero Voltar Sozinho (The Way He Looks) (2014)  I Spy (2002)  Sixteen Candles (1984)  Vol-au-vent (1996)
"BRAHMS, JOHANNES",Hungarian Dance No. 7,8.550110,https://www.naxos.com/catalogue/item.asp?item_code=8.550110,Sour Grapes (1998)
"BRAHMS, JOHANNES","Piano Concerto No. 1 in D minor, Op. 15",8.554088,https://www.naxos.com/catalogue/item.asp?item_code=8.554088,L-Shaped Room (The) (1962)  Imperium (2016)
"BRAHMS, JOHANNES","Piano Trio No. 2 in C major, Op. 87",8.550746,https://www.naxos.com/catalogue/item.asp?item_code=8.550746,Food of Love (2002)
"BRAHMS, JOHANNES","Schicksalslied, Op. 54",8.572694,https://www.naxos.com/catalogue/item.asp?item_code=8.572694,Dionysia (A) (2015)
"BRAHMS, JOHANNES","Symphony No. 1 in C minor, Op. 68",8.550278,https://www.naxos.com/catalogue/item.asp?item_code=8.550278,Imperium (2016)
"BRAHMS, JOHANNES","Symphony No. 1 in C minor, Op. 68: I. Un poco sostenuto",8.550278,https://www.naxos.com/catalogue/item.asp?item_code=8.550278,Hamlet  Savages (2012)  Tetro (2009)
"BRAHMS, JOHANNES","Symphony No. 1 in C minor, Op. 68: IV. Adagio",8.550278,https://www.naxos.com/catalogue/item.asp?item_code=8.550278,Die Hard with a Vengeance (1995)
"BRAHMS, JOHANNES","Symphony No. 3 in F major, Op. 90: III. Poco allegretto",8.550280,https://www.naxos.com/catalogue/item.asp?item_code=8.550280,Goodbye Again (1961)
"BRAHMS, JOHANNES","Symphony No. 4 in E minor, Op. 98: I. Allegro non troppo",8.550281,https://www.naxos.com/catalogue/item.asp?item_code=8.550281,Imperium (2016)
"BRAHMS, JOHANNES","Trio for Piano, Clarinet and Cello in A Minor, Op. 114",8.550391,https://www.naxos.com/catalogue/item.asp?item_code=8.550391,Roots & Wings (2016)
"BRAHMS, JOHANNES","Trio for Violin, Horn and Piano in E-flat major, Op. 40: II. Scherzo",8.550441,https://www.naxos.com/catalogue/item.asp?item_code=8.550441,Two Girls and a Guy (1997)
"BRAHMS, JOHANNES","Trio for Violin, Horn and Piano in E-flat major, Op. 40: III. Adagio mesto",8.550441,https://www.naxos.com/catalogue/item.asp?item_code=8.550441,Two Girls and a Guy (1997)
"BRAHMS, JOHANNES","Violin Concerto in D major, Op. 77",8.550195,https://www.naxos.com/catalogue/item.asp?item_code=8.550195,Camilla (1994)  Imperium (2016)
"BRAHMS, JOHANNES",Waltz No. 11 in B minor,8.570290,https://www.naxos.com/catalogue/item.asp?item_code=8.570290,Phantom Thread (2017)
"BRAHMS, JOHANNES","Waltz No. 15 in A-flat major, Op. 39",8.570290,https://www.naxos.com/catalogue/item.asp?item_code=8.570290,Hunger Games (The): Catching Fire (2013)  No (I) (2012)  Puppet Master  Re-Animator (1985)
"BRAHMS, JOHANNES","Wiegenlied: Guten Abend, gut Nacht, Op. 49, No. 4",8.553843,https://www.naxos.com/catalogue/item.asp?item_code=8.553843,Book Thief (The) (2013)  Funny Farm (1988)  Giant  Maverick (1994)  Rebel Without a Cause (1955)  Stop! Or My Mom Will Shoot (1992)  Truman Show (The) (1998)
"BRITTEN, BENJAMIN","A Midsummer Night's Dream, Op. 64: Act II: On the ground, sleep sound (Fairies)",00028942566323,https://naxosmusiclibrary.com/catalogue/item.asp?cid=00028942566323,Moonrise Kingdom (2012)
"BRITTEN, BENJAMIN",Cello Suites Nos. 1-3,8.553663,https://www.naxos.com/catalogue/item.asp?item_code=8.553663,Fanny and Alexander (1982)
"BRITTEN, BENJAMIN","Friday Afternoons, Op. 7",8.553183,https://www.naxos.com/catalogue/item.asp?item_code=8.553183,Moonrise Kingdom (2012)
"BRITTEN, BENJAMIN",Noye's Fludde,0094635924855,https://naxosmusiclibrary.com/catalogue/item.asp?cid=0094635924855,Moonrise Kingdom (2012)
"BRITTEN, BENJAMIN",Noye's Fludde: The spacious firmament on high,0094635924855,https://naxosmusiclibrary.com/catalogue/item.asp?cid=0094635924855,Map of the Human Heart (1992)
"BRITTEN, BENJAMIN","Simple Symphony, Op. 4: II. Playful Pizzicato",8.554360,https://www.naxos.com/catalogue/item.asp?item_code=8.554360,Moonrise Kingdom (2012)
"BRITTEN, BENJAMIN","Simple Symphony, Op. 4: III. Sentimental Saraband",8.554360,https://www.naxos.com/catalogue/item.asp?item_code=8.554360,Mr Nobody (2009)
"BRITTEN, BENJAMIN","The Young Person's Guide to the Orchestra, Op. 34",8.55417,https://www.naxos.com/catalogue/item.asp?item_code=8.55417,Moonrise Kingdom (2012)
"BRITTEN, BENJAMIN","Variations on a Theme of Frank Bridge, Op. 10",8.550823,https://www.naxos.com/catalogue/item.asp?item_code=8.550823,Amants de Pont-Neuf (Les) (The Lovers on the Bridge) (1991)
"BROUWER, LEO",Sonata: III. La Toccata de Pasquini,8.550195,https://www.naxos.com/catalogue/item.asp?item_code=8.550195,Dionysia (A) (2015)
"BRUCH, MAX","Violin Concerto No. 1 in G Minor, Op. 26",8.550195,https://www.naxos.com/catalogue/item.asp?item_code=8.550195,Solitaire for Two (1995)
"BRUCKNER, ANTON","Ave Maria, WAB 6",8.570886-87,https://www.naxos.com/catalogue/item.asp?item_code=8.570886-87,Three of Hearts (1993)
"BRUCKNER, ANTON","Os justi, WAB 30",8.550956,https://www.naxos.com/catalogue/item.asp?item_code=8.550956,Oscar and Lucinda (1997)
"BRUCKNER, ANTON","Virga Jesse floruit, WAB 52",8.550956,https://www.naxos.com/catalogue/item.asp?item_code=8.550956,Thirteen Days (2000)
"BYRD, WILLIAM","Domine, secundum actum meum",CHAN0578,https://naxosmusiclibrary.com/catalogue/item.asp?cid=CHAN0578,Elizabeth (1998)
"BYRD, WILLIAM",Mass for Five Voices: Agnus Dei,8.550574,https://www.naxos.com/catalogue/item.asp?item_code=8.550574,Cursed Ones (The) (2015)
"BYRD, WILLIAM",Mass Proper for the Feast of Corpus Christi: Cibavit eos,NI5287,https://naxosmusiclibrary.com/catalogue/item.asp?cid=NI5287,Primal Fear (1996)
"CACCINI, GIULIO","Amarilli, mia bella",8.557538,https://www.naxos.com/catalogue/item.asp?item_code=8.557538,Jack Ryan: Shadow Recruit (2014)
"CANTELOUBE, JOSEPH",Chants d'Auvergne: No. 2. Bailero,8.557491,https://www.naxos.com/catalogue/item.asp?item_code=8.557491,Doc Hollywood (1991)  Henry V (1989)
"CAPUA, EDUARDO DI",O sole mio,8.223586,https://www.naxos.com/catalogue/item.asp?item_code=8.223586,Marius et Jeannette (1997)  Obvious Child (2014)
"CATALANI, ALFREDO",La Wally: Ebben Ne andro lontana,8.550606,https://www.naxos.com/catalogue/item.asp?item_code=8.550606,Attraction (2000)  Crimson Tide (1995)  Diva (1981)  Metro Manila (2013)  Philadelphia (1993)  Yves Saint Laurent (2014)
"CHABRIER, EMMANUEL",Suite pastorale: Idylle,8.554248,https://www.naxos.com/catalogue/item.asp?item_code=8.554248,4 Days in France (Jours de France) (2016)
"CHARPENTIER, MARC-ANTOINE",Te Deum,8.557229,https://www.naxos.com/catalogue/item.asp?item_code=8.557229,Valmont (1989)
"CHARPENTIER, MARC-ANTOINE",Te Deum: Prelude,5991811292027,https://www.classicsonline.com/catalogue/product.aspx?cid=5991811292027,Richard III (1995)
"CHERUBINI, LUIGI",Requiem No. 1 in C minor,8.554749,https://www.naxos.com/catalogue/item.asp?item_code=8.554749,Lost City of Z (The) (2016)
"CHOPIN, FRYDERYK",3 Nouvelles Etudes: I. Etude No. 25 in F minor,8.554527,https://www.naxos.com/catalogue/item.asp?item_code=8.554527,Lovely Rita
"CHOPIN, FRYDERYK","Andante spianato and Grande Polonaise Brillante, Op. 22",8.554535,https://www.naxos.com/catalogue/item.asp?item_code=8.554535,Partir (2009)  Pianist (The) (2002)
"CHOPIN, FRYDERYK","Ballade No. 1 in G Minor, Op. 23",8.550508,https://www.naxos.com/catalogue/item.asp?item_code=8.550508,Alias Betty (Betty Fisher and other stories) (2001)  Pianist (The) (2002)  Suspicious Minds (1997)
"CHOPIN, FRYDERYK","Ballade No. 3 in A-flat major, Op. 47",8.550508,https://www.naxos.com/catalogue/item.asp?item_code=8.550508,Love Is Strange (2014)
"CHOPIN, FRYDERYK","Barcarolle, Op. 60",8.554536,https://www.naxos.com/catalogue/item.asp?item_code=8.554536,Food of Love (2002)
"CHOPIN, FRYDERYK","Berceuse in D-flat major, Op. 57",8.550508,https://www.naxos.com/catalogue/item.asp?item_code=8.550508,Love Is Strange (2014)
"CHOPIN, FRYDERYK","Etude No. 3 in E major, Op. 10, No. 3",8.554528,https://www.naxos.com/catalogue/item.asp?item_code=8.554528,L'Oriana (2015)  Laggies (2014)   Testament of Youth (2014)
"CHOPIN, FRYDERYK","Etude No. 6 in E-flat minor, Op. 10, No. 6",8.554528,https://www.naxos.com/catalogue/item.asp?item_code=8.554528,Torrents of Spring (1989)
"CHOPIN, FRYDERYK","Etude No. 9 in F minor, Op. 10, No. 9",8.554528,https://www.naxos.com/catalogue/item.asp?item_code=8.554528,Ivansxtc (2000)
"CHOPIN, FRYDERYK","Etude No. 12 in C minor, Op. 10, No. 12, ""Revolutionary""",8.554528,https://www.naxos.com/catalogue/item.asp?item_code=8.554528,Lady L (1965)  Lost and Found (2008)
"CHOPIN, FRYDERYK","Etude No. 21 in G-flat major, Op. 25, No. 9, ""Butterfly's Wings""",8.554528,https://www.naxos.com/catalogue/item.asp?item_code=8.554528,Prestige (The) (2006)
"CHOPIN, FRYDERYK","Etude No. 23 in A minor, Op. 25, No. 11, ""Winter Wind""",8.554528,https://www.naxos.com/catalogue/item.asp?item_code=8.554528,Nothing Lasts Forever (1984)
"CHOPIN, FRYDERYK","Fantasy-Impromptu in C sharp minor, Op. 66",8.550362,https://www.naxos.com/catalogue/item.asp?item_code=8.550362,Bernie (2011)  Colonel Redl (1985)
"CHOPIN, FRYDERYK","Impromptu No. 3 in G-flat major, Op. 51",8.554538,https://www.naxos.com/catalogue/item.asp?item_code=8.554538,Divorce (Le) (2003)
"CHOPIN, FRYDERYK",Les Sylphides,C10073,https://www.naxos.com/catalogue/item.asp?item_code=C10073,Getting It Right (1989)
"CHOPIN, FRYDERYK","Mazurka No. 13 in A minor, Op. 17, No. 4",8.554529,https://www.naxos.com/catalogue/item.asp?item_code=8.554529,Cries and Whispers (1972)  Empire of the Sun (1987)  Ivansxtc (2000)
"CHOPIN, FRYDERYK","Mazurka No. 23 in D major, Op. 33, No. 2",8.554529,https://www.naxos.com/catalogue/item.asp?item_code=8.554529,Nixon (1995)
"CHOPIN, FRYDERYK","Mazurka No. 36 in A minor, Op. 59, No. 1",8.554530,https://www.naxos.com/catalogue/item.asp?item_code=8.554530,Lovely Rita
"CHOPIN, FRYDERYK","Mazurka No. 47 in A minor, Op. 68, No. 2",8.554530,https://www.naxos.com/catalogue/item.asp?item_code=8.554530,People vs. Larry Flynt (The) (1996)
"CHOPIN, FRYDERYK","Nocturne No. 1 in B-flat minor, Op. 9, No. 1",8.554531,https://www.naxos.com/catalogue/item.asp?item_code=8.554531,"Bullets, Fangs and Dinner at 8 (2015)"
"CHOPIN, FRYDERYK","Nocturne No. 2 in E-flat major, Op. 9, No. 2",8.554531,https://www.naxos.com/catalogue/item.asp?item_code=8.554531,Bad Santa (2003)  Big Red One (The) (1980)  Blue Lagoon (1980)  Crush (2001)  Dark Crimes  Loss of Sexual  Innocence (The) (1999)  Man Trouble (1992)  Mistress America (2015)  Modern Strife in the Summer of 2014 (2015)  Passage to Mars (2016)  Point of Honor (2015)  Saturday Night Fever (1977)  Sleep with Me (1994)  Teacher's Pet (2000)  Waking Life (2001)  Wedding Ringer (The) (2015)
"CHOPIN, FRYDERYK","Nocturne No. 4 in F major, Op. 15, No. 1",8.554531,https://www.naxos.com/catalogue/item.asp?item_code=8.554531,Equals (2015)
"CHOPIN, FRYDERYK","Nocturne No. 5 in F-sharp major, Op. 15, No. 2",8.554531,https://www.naxos.com/catalogue/item.asp?item_code=8.554531,Love Is Strange (2014)
"CHOPIN, FRYDERYK","Nocturne No. 6 in G minor, Op. 15, No. 3",8.554531,https://www.naxos.com/catalogue/item.asp?item_code=8.554531,Barbara (I) (2012)
"CHOPIN, FRYDERYK","Nocturne No. 7 in C-sharp minor, Op. 27, No. 1",8.554531,https://www.naxos.com/catalogue/item.asp?item_code=8.554531,Dionysia (A) (2015)   Peacemaker (The) (1997)
"CHOPIN, FRYDERYK","Nocturne No. 8 in D-flat major, Op. 27, No. 2",8.554531,https://www.naxos.com/catalogue/item.asp?item_code=8.554531,Bodily Harm (1993)  Bodily Harm (1995)  Loss of Sexual Innocence (The) (1999)  Love Is Strange (2014)
"CHOPIN, FRYDERYK","Nocturne No. 9 in B major, Op. 32, No. 1",8.554531,https://www.naxos.com/catalogue/item.asp?item_code=8.554531,Lazy Hazy Crazy (2015)  Net (The) (1995)  Punisher (The) (2004)
"CHOPIN, FRYDERYK","Nocturne No. 15 in F minor, Op. 55, No. 1",8.554532,https://www.naxos.com/catalogue/item.asp?item_code=8.554532,Peacemaker (The) (1997)
"CHOPIN, FRYDERYK","Nocturne No. 19 in E minor, Op. 72, No. 1",8.554532,https://www.naxos.com/catalogue/item.asp?item_code=8.554532,Mind Games (1996)
"CHOPIN, FRYDERYK","Nocturne No. 20 in C-sharp minor, Op. post.",8.554531,https://www.naxos.com/catalogue/item.asp?item_code=8.554531,Louder Than Bombs (2015)
"CHOPIN, FRYDERYK",Nocturne No. 21 in C minor,8.554531,https://www.naxos.com/catalogue/item.asp?item_code=8.554531,Pianist (The) (2002)
"CHOPIN, FRYDERYK","Piano Concerto No. 1 in E minor, Op. 11",8.554540,https://www.naxos.com/catalogue/item.asp?item_code=8.554540,Lady in the Van (The) (2015)
"CHOPIN, FRYDERYK","Piano Concerto No. 1 in E minor, Op. 11: II. Romance",8.554540,https://www.naxos.com/catalogue/item.asp?item_code=8.554540,Truman Show (The) (1998)
"CHOPIN, FRYDERYK","Piano Concerto No. 1 in E minor, Op. 11: III. Rondo: Vivace",8.554540,https://www.naxos.com/catalogue/item.asp?item_code=8.554540,10 Things I Hate About You (1999)
"CHOPIN, FRYDERYK","Piano Concerto No. 2 in F Minor, Op. 21: II. Larghetto",8.550369,https://www.naxos.com/catalogue/item.asp?item_code=8.550369,House of Last Things (The Last House) (2013)
"CHOPIN, FRYDERYK","Piano Sonata No. 2 in B-flat minor, Op. 35: III. Marche funebre",8.554533,https://www.naxos.com/catalogue/item.asp?item_code=8.554533,Amazon Women on the Moon (1987)  Bachelor (The)  Beverly Hillbillies (The) (1962)  Citizen Kane (1941)  Fanny and Alexander (1982)  Fighting Temptations (The) (2003)  Paradise Road (1997)  Space Jam (1996)
"CHOPIN, FRYDERYK","Polonaise No. 6 in A-flat major, Op. 53, ""Heroic""",8.554534,https://www.naxos.com/catalogue/item.asp?item_code=8.554534,Chop Suey (2001)  Nothing Lasts Forever (1984)  Shine (1996)
"CHOPIN, FRYDERYK","Prelude No. 1 in C major, Op. 28, No. 1",8.554536,https://www.naxos.com/catalogue/item.asp?item_code=8.554536,Hitchcock (2012)
"CHOPIN, FRYDERYK","Prelude No. 2 in A minor, Op. 28, No. 2",8.554536,https://www.naxos.com/catalogue/item.asp?item_code=8.554536,Autumn Sonata (1978)
"CHOPIN, FRYDERYK","Prelude No. 4 in E minor, Op. 28, No. 4",8.554536,https://www.naxos.com/catalogue/item.asp?item_code=8.554536,Death of Stalin (The) (2017)  Fifty Shades of Grey (2015)  Five Easy Pieces (1970)
"CHOPIN, FRYDERYK","Prelude No. 15 in D-flat major, Op. 28, No. 15",8.554536,https://www.naxos.com/catalogue/item.asp?item_code=8.554536,City by the Sea (2002)  Face/Off (1997)  Hindenburg (The) (1975)  Lady L (1965)  Lost & Found (2016)  Love Is Strange (2014)   Moonraker (1979)  Shine (1996)  xXx (2002)
"CHOPIN, FRYDERYK","Prelude No. 16 in B-flat minor, Op. 28, No. 16",8.554536,https://www.naxos.com/catalogue/item.asp?item_code=8.554536,Food of Love (2002)
"CHOPIN, FRYDERYK","Scherzo No. 2 in B-flat minor, Op. 31",8.554538,https://www.naxos.com/catalogue/item.asp?item_code=8.554538,Food of Love (2002)
"CHOPIN, FRYDERYK","Waltz No. 1 in E-flat major, Op. 18",8.554539,https://www.naxos.com/catalogue/item.asp?item_code=8.554539,Hudsucker Proxy (The) (1994)  Shaun the Sheep Movie (2015)
"CHOPIN, FRYDERYK","Waltz No. 3 in A minor, Op. 34, No. 2",8.554539,https://www.naxos.com/catalogue/item.asp?item_code=8.554539,Unhook the Stars (1996)
"CHOPIN, FRYDERYK","Waltz No. 6 in D-flat major, Op. 64, No. 1, ""Minute""",8.554539,https://www.naxos.com/catalogue/item.asp?item_code=8.554539,Paycheck (2003)  Pride (I) (2014)
"CHOPIN, FRYDERYK","Waltz No. 7 in C-sharp minor, Op. 64, No. 2",8.554539,https://www.naxos.com/catalogue/item.asp?item_code=8.554539,Arthur (1981)  Avengers (1998)  Brokedown Palace (1999)  Inner Circle (The)  Love Is Strange (2014)  Soapdish (1991)
"CHOPIN, FRYDERYK","Waltz No. 9 in A-flat major, Op. 69, No. 1, ""L'adieu""",8.554539,https://www.naxos.com/catalogue/item.asp?item_code=8.554539,Anna  Je rentre a la maison (I'm Going Home) (2001)  L'amant (The Lover) (1992)  Others (The) (2001)  Trust (The) (2016)
"CHOPIN, FRYDERYK","Waltz No. 10 in B minor, Op. 69, No. 2",8.554539,https://www.naxos.com/catalogue/item.asp?item_code=8.554539,Nixon (1995)  One Chance (2013)
"CHOPIN, FRYDERYK","Waltz No. 11 in G-flat major, Op. 70, No. 1",8.554539,https://www.naxos.com/catalogue/item.asp?item_code=8.554539,V.I. Warshawski (1991)
"CHOPIN, FRYDERYK","Waltz No. 14 in E minor, Op. posth.",8.554539,https://www.naxos.com/catalogue/item.asp?item_code=8.554539,Sneakers (1992)
"CILEA, FRANCESCO",Adriana Lecouvreur: Io son l'umile ancella,8.111275,https://www.naxos.com/catalogue/item.asp?item_code=8.111275,Philadelphia (1993)
"CLARKE, JEREMIAH","Suite in D Major: IV. The Prince of Denmark's March, ""Trumpet Voluntary""",8.572050,https://www.naxos.com/catalogue/item.asp?item_code=8.572050,Glory  Navy Seals (1990)  Quills (2000)
"COPLAND, AARON",Appalachian Spring: I. Very slowly,CDR90000-125,https://www.naxos.com/catalogue/item.asp?item_code=CDR90000-125,He Got Game (1998)
"COPLAND, AARON",Appalachian Spring: VII. Doppio movimento,CDR90000-125,https://www.naxos.com/catalogue/item.asp?item_code=CDR90000-125,Communion  He Got Game (1998)
"COPLAND, AARON",Appalachian Spring: VIII. Moderato,CDR90000-125,https://www.naxos.com/catalogue/item.asp?item_code=CDR90000-125,He Got Game (1998)
"COPLAND, AARON",Billy the Kid Suite: I. Introduction,DOR-90170,https://www.naxos.com/catalogue/item.asp?item_code=DOR-90170,He Got Game (1998)
"COPLAND, AARON",Billy the Kid Suite: VIII. The Open Prairie again,DOR-90170,https://www.naxos.com/catalogue/item.asp?item_code=DOR-90170,He Got Game (1998)
"COPLAND, AARON",Dance Panels: IV. Pas de trois,8.559758,https://www.naxos.com/catalogue/item.asp?item_code=8.559758,He Got Game (1998)
"COPLAND, AARON",Down a Country Lane,CDR90000-021,https://www.naxos.com/catalogue/item.asp?item_code=CDR90000-021,He Got Game (1998)
"COPLAND, AARON",Fanfare for the Common Man,8.550282,https://www.naxos.com/catalogue/item.asp?item_code=8.550282,Drop Dead Gorgeous (1999)  He Got Game (1998)
"COPLAND, AARON",John Henry,074646059326,https://naxosmusiclibrary.com/catalogue/item.asp?cid=074646059326,He Got Game (1998)
"COPLAND, AARON",Letter from Home,8.559240,https://www.naxos.com/catalogue/item.asp?item_code=8.559240,He Got Game (1998)
"COPLAND, AARON",Lincoln Portrait,8.559373-74,https://www.naxos.com/catalogue/item.asp?item_code=8.559373-74,He Got Game (1998)
