composerNameFull,pieceName,pieceCode,pieceURL,pieceMovies
"BOCCHERINI, LUIGI","String Quintet in E major, G. 275",8.550731,https://www.naxos.com/catalogue/item.asp?item_code=8.550731,<i>Quartet (2012)</i>
"BOCCHERINI, LUIGI","String Quintet in E major, G. 275: III. Minuetto",8.550731,https://www.naxos.com/catalogue/item.asp?item_code=8.550731,"<i>Ace Ventura: When Nature Calls (1995) <br/> Cemetery Club (The) (1993) <br/> Congo (1995) <br/> D3: The Mighty Ducks (1996) <br/> Distinguished Gentleman (The) (1992) <br/> Ferris Bueller's Day Off (1986) <br/> Goya en Burdeos (Goya in Bordeaux) (1999) <br/> Greystoke: The Legend of Tarzan, Lord of the Apes (1984) <br/> Hudsucker Proxy (The) (1994) <br/> Ladykillers (The) (2004) <br/> League of Their Own (A) (1992) <br/> Princess Caraboo (1994) <br/> Some Kind of Wonderful (1987) <br/> Sour Grapes (1998) <br/> This Is Spinal Tap (1984)</i>"
"BORODIN, ALEXANDER PORFIR'YEVICH",Prince Igor: Polovtsian Dances - Ulyetay na kril'yahk vyetra (Fly away on the wings of the wind) from Prince Igor,8.557456,https://www.naxos.com/catalogue/item.asp?item_code=8.557456,<i>Holidays (2016) <br/> Joe Versus the Volcano (1990) <br/> Raptor (2001)</i>
"BORODIN, ALEXANDER PORFIR'YEVICH",String Quartet No. 2 in D major: III. Notturno,8.550850,https://www.naxos.com/catalogue/item.asp?item_code=8.550850,<i>Bone Daddy (1998) <br/> House of Mirth (The) (2000) <br/> Living Daylights (The) (1987)</i>
"BORODIN, ALEXANDER PORFIR'YEVICH",String Sextet in D minor: II. Andante,ONYX4067,https://naxosmusiclibrary.com/catalogue/item.asp?cid=ONYX4067,<i>Heartbreakers (2001)</i>
"BRAHMS, JOHANNES",Liebeslieder Waltzes Op. 52,881488702255,https://www.classicsonline.com/catalogue/product.aspx?cid=881488702255,<i>Little Man Tate (1991)</i>
"BRAHMS, JOHANNES","25 Variations and Fugue on a Theme by Handel, Op. 24",8.571295,https://www.naxos.com/catalogue/item.asp?item_code=8.571295,<i>Amati Girls (The) (2000)</i>
"BRAHMS, JOHANNES","A German Requiem, Op. 45",8.550213,https://www.naxos.com/catalogue/item.asp?item_code=8.550213,<i>Love Lessons (1995)</i>
"BRAHMS, JOHANNES","Academic Festival Overture, Op. 80",8.557428,https://www.naxos.com/catalogue/item.asp?item_code=8.557428,<i>Volunteers (1985)</i>
"BRAHMS, JOHANNES","Cello Sonata No. 2 in F major, Op. 99: II. Adagio affettuoso",8.550656,https://www.naxos.com/catalogue/item.asp?item_code=8.550656,<i>Hilary and Jackie (1998)</i>
"BRAHMS, JOHANNES","Fugue in A-flat minor, WoO 8",8.550824,https://www.naxos.com/catalogue/item.asp?item_code=8.550824,<i>Grosse Point Blank (1997)</i>
"BRAHMS, JOHANNES",Hungarian Dance No. 5,8.550110,https://www.naxos.com/catalogue/item.asp?item_code=8.550110,<i>Boy (II) (The) (2016) <br/> Dracula: Dead and Loving It (1995) <br/> Great Dictator (The) (1940) <br/> Green Man (The) (1956) <br/> Hoje Eu Quero Voltar Sozinho (The Way He Looks) (2014) <br/> I Spy (2002) <br/> Sixteen Candles (1984) <br/> Vol-au-vent (1996)</i>
"BRAHMS, JOHANNES",Hungarian Dance No. 7,8.550110,https://www.naxos.com/catalogue/item.asp?item_code=8.550110,<i>Sour Grapes (1998)</i>
"BRAHMS, JOHANNES","Piano Concerto No. 1 in D minor, Op. 15",8.554088,https://www.naxos.com/catalogue/item.asp?item_code=8.554088,<i>L-Shaped Room (The) (1962) <br/> Imperium (2016)</i>
"BRAHMS, JOHANNES","Piano Trio No. 2 in C major, Op. 87",8.550746,https://www.naxos.com/catalogue/item.asp?item_code=8.550746,<i>Food of Love (2002)</i>
"BRAHMS, JOHANNES","Schicksalslied, Op. 54",8.572694,https://www.naxos.com/catalogue/item.asp?item_code=8.572694,<i>Dionysia (A) (2015)</i>
"BRAHMS, JOHANNES","Symphony No. 1 in C minor, Op. 68",8.550278,https://www.naxos.com/catalogue/item.asp?item_code=8.550278,<i>Imperium (2016)</i>
"BRAHMS, JOHANNES","Symphony No. 1 in C minor, Op. 68: I. Un poco sostenuto",8.550278,https://www.naxos.com/catalogue/item.asp?item_code=8.550278,<i>Hamlet <br/> Savages (2012) <br/> Tetro (2009)</i>
"BRAHMS, JOHANNES","Symphony No. 1 in C minor, Op. 68: IV. Adagio",8.550278,https://www.naxos.com/catalogue/item.asp?item_code=8.550278,<i>Die Hard with a Vengeance (1995)</i>
"BRAHMS, JOHANNES","Symphony No. 3 in F major, Op. 90: III. Poco allegretto",8.550280,https://www.naxos.com/catalogue/item.asp?item_code=8.550280,<i>Goodbye Again (1961)</i>
"BRAHMS, JOHANNES","Symphony No. 4 in E minor, Op. 98: I. Allegro non troppo",8.550281,https://www.naxos.com/catalogue/item.asp?item_code=8.550281,<i>Imperium (2016)</i>
"BRAHMS, JOHANNES","Trio for Piano, Clarinet and Cello in A Minor, Op. 114",8.550391,https://www.naxos.com/catalogue/item.asp?item_code=8.550391,<i>Roots &amp; Wings (2016)</i>
"BRAHMS, JOHANNES","Trio for Violin, Horn and Piano in E-flat major, Op. 40: II. Scherzo",8.550441,https://www.naxos.com/catalogue/item.asp?item_code=8.550441,<i>Two Girls and a Guy (1997)</i>
"BRAHMS, JOHANNES","Trio for Violin, Horn and Piano in E-flat major, Op. 40: III. Adagio mesto",8.550441,https://www.naxos.com/catalogue/item.asp?item_code=8.550441,<i>Two Girls and a Guy (1997)</i>
"BRAHMS, JOHANNES","Violin Concerto in D major, Op. 77",8.550195,https://www.naxos.com/catalogue/item.asp?item_code=8.550195,<i>Camilla (1994) <br/> Imperium (2016)</i>
"BRAHMS, JOHANNES",Waltz No. 11 in B minor,8.570290,https://www.naxos.com/catalogue/item.asp?item_code=8.570290,<i>Phantom Thread (2017)</i>
"BRAHMS, JOHANNES","Waltz No. 15 in A-flat major, Op. 39",8.570290,https://www.naxos.com/catalogue/item.asp?item_code=8.570290,<i>Hunger Games (The): Catching Fire (2013) <br/> No (I) (2012) <br/> Puppet Master <br/> Re-Animator (1985)</i>
"BRAHMS, JOHANNES","Wiegenlied: Guten Abend, gut Nacht, Op. 49, No. 4",8.553843,https://www.naxos.com/catalogue/item.asp?item_code=8.553843,<i>Book Thief (The) (2013) <br/> Funny Farm (1988) <br/> Giant <br/> Maverick (1994) <br/> Rebel Without a Cause (1955) <br/> Stop! Or My Mom Will Shoot (1992) <br/> Truman Show (The) (1998)</i>
"BRITTEN, BENJAMIN","A Midsummer Night's Dream, Op. 64: Act II: On the ground, sleep sound (Fairies)",00028942566323,https://naxosmusiclibrary.com/catalogue/item.asp?cid=00028942566323,<i>Moonrise Kingdom (2012)</i>
"BRITTEN, BENJAMIN",Cello Suites Nos. 1-3,8.553663,https://www.naxos.com/catalogue/item.asp?item_code=8.553663,<i>Fanny and Alexander (1982)</i>
"BRITTEN, BENJAMIN","Friday Afternoons, Op. 7",8.553183,https://www.naxos.com/catalogue/item.asp?item_code=8.553183,<i>Moonrise Kingdom (2012)</i>
"BRITTEN, BENJAMIN",Noye's Fludde,0094635924855,https://naxosmusiclibrary.com/catalogue/item.asp?cid=0094635924855,<i>Moonrise Kingdom (2012)</i>
"BRITTEN, BENJAMIN",Noye's Fludde: The spacious firmament on high,0094635924855,https://naxosmusiclibrary.com/catalogue/item.asp?cid=0094635924855,<i>Map of the Human Heart (1992)</i>
"BRITTEN, BENJAMIN","Simple Symphony, Op. 4: II. Playful Pizzicato",8.554360,https://www.naxos.com/catalogue/item.asp?item_code=8.554360,<i>Moonrise Kingdom (2012)</i>
"BRITTEN, BENJAMIN","Simple Symphony, Op. 4: III. Sentimental Saraband",8.554360,https://www.naxos.com/catalogue/item.asp?item_code=8.554360,<i>Mr Nobody (2009)</i>
"BRITTEN, BENJAMIN","The Young Person's Guide to the Orchestra, Op. 34",8.55417,https://www.naxos.com/catalogue/item.asp?item_code=8.55417,<i>Moonrise Kingdom (2012)</i>
"BRITTEN, BENJAMIN","Variations on a Theme of Frank Bridge, Op. 10",8.550823,https://www.naxos.com/catalogue/item.asp?item_code=8.550823,<i>Amants de Pont-Neuf (Les) (The Lovers on the Bridge) (1991)</i>
"BROUWER, LEO",Sonata: III. La Toccata de Pasquini,8.550195,https://www.naxos.com/catalogue/item.asp?item_code=8.550195,<i>Dionysia (A) (2015)</i>
"BRUCH, MAX","Violin Concerto No. 1 in G Minor, Op. 26",8.550195,https://www.naxos.com/catalogue/item.asp?item_code=8.550195,<i>Solitaire for Two (1995)</i>
"BRUCKNER, ANTON","Ave Maria, WAB 6",8.570886-87,https://www.naxos.com/catalogue/item.asp?item_code=8.570886-87,<i>Three of Hearts (1993)</i>
"BRUCKNER, ANTON","Os justi, WAB 30",8.550956,https://www.naxos.com/catalogue/item.asp?item_code=8.550956,<i>Oscar and Lucinda (1997)</i>
"BRUCKNER, ANTON","Virga Jesse floruit, WAB 52",8.550956,https://www.naxos.com/catalogue/item.asp?item_code=8.550956,<i>Thirteen Days (2000)</i>
"BYRD, WILLIAM","Domine, secundum actum meum",CHAN0578,https://naxosmusiclibrary.com/catalogue/item.asp?cid=CHAN0578,<i>Elizabeth (1998)</i>
"BYRD, WILLIAM",Mass for Five Voices: Agnus Dei,8.550574,https://www.naxos.com/catalogue/item.asp?item_code=8.550574,<i>Cursed Ones (The) (2015)</i>
"BYRD, WILLIAM",Mass Proper for the Feast of Corpus Christi: Cibavit eos,NI5287,https://naxosmusiclibrary.com/catalogue/item.asp?cid=NI5287,<i>Primal Fear (1996)</i>
"CACCINI, GIULIO","Amarilli, mia bella",8.557538,https://www.naxos.com/catalogue/item.asp?item_code=8.557538,<i>Jack Ryan: Shadow Recruit (2014)</i>
"CANTELOUBE, JOSEPH",Chants d'Auvergne: No. 2. Bailero,8.557491,https://www.naxos.com/catalogue/item.asp?item_code=8.557491,<i>Doc Hollywood (1991) <br/> Henry V (1989)</i>
"CAPUA, EDUARDO DI",O sole mio,8.223586,https://www.naxos.com/catalogue/item.asp?item_code=8.223586,<i>Marius et Jeannette (1997) <br/> Obvious Child (2014)</i>
"CATALANI, ALFREDO",La Wally: Ebben Ne andro lontana,8.550606,https://www.naxos.com/catalogue/item.asp?item_code=8.550606,<i>Attraction (2000) <br/> Crimson Tide (1995) <br/> Diva (1981) <br/> Metro Manila (2013) <br/> Philadelphia (1993) <br/> Yves Saint Laurent (2014)</i>
"CHABRIER, EMMANUEL",Suite pastorale: Idylle,8.554248,https://www.naxos.com/catalogue/item.asp?item_code=8.554248,<i>4 Days in France (Jours de France) (2016)</i>
"CHARPENTIER, MARC-ANTOINE",Te Deum,8.557229,https://www.naxos.com/catalogue/item.asp?item_code=8.557229,<i>Valmont (1989)</i>
"CHARPENTIER, MARC-ANTOINE",Te Deum: Prelude,5991811292027,https://www.classicsonline.com/catalogue/product.aspx?cid=5991811292027,<i>Richard III (1995)</i>
"CHERUBINI, LUIGI",Requiem No. 1 in C minor,8.554749,https://www.naxos.com/catalogue/item.asp?item_code=8.554749,<i>Lost City of Z (The) (2016)</i>
"CHOPIN, FRYDERYK",3 Nouvelles Etudes: I. Etude No. 25 in F minor,8.554527,https://www.naxos.com/catalogue/item.asp?item_code=8.554527,<i>Lovely Rita</i>
"CHOPIN, FRYDERYK","Andante spianato and Grande Polonaise Brillante, Op. 22",8.554535,https://www.naxos.com/catalogue/item.asp?item_code=8.554535,<i>Partir (2009) <br/> Pianist (The) (2002)</i>
"CHOPIN, FRYDERYK","Ballade No. 1 in G Minor, Op. 23",8.550508,https://www.naxos.com/catalogue/item.asp?item_code=8.550508,<i>Alias Betty (Betty Fisher and other stories) (2001) <br/> Pianist (The) (2002) <br/> Suspicious Minds (1997)</i>
"CHOPIN, FRYDERYK","Ballade No. 3 in A-flat major, Op. 47",8.550508,https://www.naxos.com/catalogue/item.asp?item_code=8.550508,<i>Love Is Strange (2014)</i>
"CHOPIN, FRYDERYK","Barcarolle, Op. 60",8.554536,https://www.naxos.com/catalogue/item.asp?item_code=8.554536,<i>Food of Love (2002)</i>
"CHOPIN, FRYDERYK","Berceuse in D-flat major, Op. 57",8.550508,https://www.naxos.com/catalogue/item.asp?item_code=8.550508,<i>Love Is Strange (2014)</i>
"CHOPIN, FRYDERYK","Etude No. 3 in E major, Op. 10, No. 3",8.554528,https://www.naxos.com/catalogue/item.asp?item_code=8.554528,<i>L'Oriana (2015) <br/> Laggies (2014) <br/>  Testament of Youth (2014)</i>
"CHOPIN, FRYDERYK","Etude No. 6 in E-flat minor, Op. 10, No. 6",8.554528,https://www.naxos.com/catalogue/item.asp?item_code=8.554528,<i>Torrents of Spring (1989)</i>
"CHOPIN, FRYDERYK","Etude No. 9 in F minor, Op. 10, No. 9",8.554528,https://www.naxos.com/catalogue/item.asp?item_code=8.554528,<i>Ivansxtc (2000)</i>
"CHOPIN, FRYDERYK","Etude No. 12 in C minor, Op. 10, No. 12, ""Revolutionary""",8.554528,https://www.naxos.com/catalogue/item.asp?item_code=8.554528,<i>Lady L (1965) <br/> Lost and Found (2008)</i>
"CHOPIN, FRYDERYK","Etude No. 21 in G-flat major, Op. 25, No. 9, ""Butterfly's Wings""",8.554528,https://www.naxos.com/catalogue/item.asp?item_code=8.554528,<i>Prestige (The) (2006)</i>
"CHOPIN, FRYDERYK","Etude No. 23 in A minor, Op. 25, No. 11, ""Winter Wind""",8.554528,https://www.naxos.com/catalogue/item.asp?item_code=8.554528,<i>Nothing Lasts Forever (1984)</i>
"CHOPIN, FRYDERYK","Fantasy-Impromptu in C sharp minor, Op. 66",8.550362,https://www.naxos.com/catalogue/item.asp?item_code=8.550362,<i>Bernie (2011) <br/> Colonel Redl (1985)</i>
"CHOPIN, FRYDERYK","Impromptu No. 3 in G-flat major, Op. 51",8.554538,https://www.naxos.com/catalogue/item.asp?item_code=8.554538,<i>Divorce (Le) (2003)</i>
"CHOPIN, FRYDERYK",Les Sylphides,C10073,https://www.naxos.com/catalogue/item.asp?item_code=C10073,<i>Getting It Right (1989)</i>
"CHOPIN, FRYDERYK","Mazurka No. 13 in A minor, Op. 17, No. 4",8.554529,https://www.naxos.com/catalogue/item.asp?item_code=8.554529,<i>Cries and Whispers (1972) <br/> Empire of the Sun (1987) <br/> Ivansxtc (2000)</i>
"CHOPIN, FRYDERYK","Mazurka No. 23 in D major, Op. 33, No. 2",8.554529,https://www.naxos.com/catalogue/item.asp?item_code=8.554529,<i>Nixon (1995)</i>
"CHOPIN, FRYDERYK","Mazurka No. 36 in A minor, Op. 59, No. 1",8.554530,https://www.naxos.com/catalogue/item.asp?item_code=8.554530,<i>Lovely Rita</i>
"CHOPIN, FRYDERYK","Mazurka No. 47 in A minor, Op. 68, No. 2",8.554530,https://www.naxos.com/catalogue/item.asp?item_code=8.554530,<i>People vs. Larry Flynt (The) (1996)</i>
"CHOPIN, FRYDERYK","Nocturne No. 1 in B-flat minor, Op. 9, No. 1",8.554531,https://www.naxos.com/catalogue/item.asp?item_code=8.554531,"<i>Bullets, Fangs and Dinner at 8 (2015)</i>"
"CHOPIN, FRYDERYK","Nocturne No. 2 in E-flat major, Op. 9, No. 2",8.554531,https://www.naxos.com/catalogue/item.asp?item_code=8.554531,<i>Bad Santa (2003) <br/> Big Red One (The) (1980) <br/> Blue Lagoon (1980) <br/> Crush (2001) <br/> Dark Crimes <br/> Loss of Sexual <br/> Innocence (The) (1999) <br/> Man Trouble (1992) <br/> Mistress America (2015) <br/> Modern Strife in the Summer of 2014 (2015) <br/> Passage to Mars (2016) <br/> Point of Honor (2015) <br/> Saturday Night Fever (1977) <br/> Sleep with Me (1994) <br/> Teacher's Pet (2000) <br/> Waking Life (2001) <br/> Wedding Ringer (The) (2015)</i>
"CHOPIN, FRYDERYK","Nocturne No. 4 in F major, Op. 15, No. 1",8.554531,https://www.naxos.com/catalogue/item.asp?item_code=8.554531,<i>Equals (2015)</i>
"CHOPIN, FRYDERYK","Nocturne No. 5 in F-sharp major, Op. 15, No. 2",8.554531,https://www.naxos.com/catalogue/item.asp?item_code=8.554531,<i>Love Is Strange (2014)</i>
"CHOPIN, FRYDERYK","Nocturne No. 6 in G minor, Op. 15, No. 3",8.554531,https://www.naxos.com/catalogue/item.asp?item_code=8.554531,<i>Barbara (I) (2012)</i>
"CHOPIN, FRYDERYK","Nocturne No. 7 in C-sharp minor, Op. 27, No. 1",8.554531,https://www.naxos.com/catalogue/item.asp?item_code=8.554531,<i>Dionysia (A) (2015) <br/>  Peacemaker (The) (1997)</i>
"CHOPIN, FRYDERYK","Nocturne No. 8 in D-flat major, Op. 27, No. 2",8.554531,https://www.naxos.com/catalogue/item.asp?item_code=8.554531,<i>Bodily Harm (1993) <br/> Bodily Harm (1995) <br/> Loss of Sexual Innocence (The) (1999) <br/> Love Is Strange (2014)</i>
"CHOPIN, FRYDERYK","Nocturne No. 9 in B major, Op. 32, No. 1",8.554531,https://www.naxos.com/catalogue/item.asp?item_code=8.554531,<i>Lazy Hazy Crazy (2015) <br/> Net (The) (1995) <br/> Punisher (The) (2004)</i>
"CHOPIN, FRYDERYK","Nocturne No. 15 in F minor, Op. 55, No. 1",8.554532,https://www.naxos.com/catalogue/item.asp?item_code=8.554532,<i>Peacemaker (The) (1997)</i>
"CHOPIN, FRYDERYK","Nocturne No. 19 in E minor, Op. 72, No. 1",8.554532,https://www.naxos.com/catalogue/item.asp?item_code=8.554532,<i>Mind Games (1996)</i>
"CHOPIN, FRYDERYK","Nocturne No. 20 in C-sharp minor, Op. post.",8.554531,https://www.naxos.com/catalogue/item.asp?item_code=8.554531,<i>Louder Than Bombs (2015)</i>
"CHOPIN, FRYDERYK",Nocturne No. 21 in C minor,8.554531,https://www.naxos.com/catalogue/item.asp?item_code=8.554531,<i>Pianist (The) (2002)</i>
"CHOPIN, FRYDERYK","Piano Concerto No. 1 in E minor, Op. 11",8.554540,https://www.naxos.com/catalogue/item.asp?item_code=8.554540,<i>Lady in the Van (The) (2015)</i>
"CHOPIN, FRYDERYK","Piano Concerto No. 1 in E minor, Op. 11: II. Romance",8.554540,https://www.naxos.com/catalogue/item.asp?item_code=8.554540,<i>Truman Show (The) (1998)</i>
"CHOPIN, FRYDERYK","Piano Concerto No. 1 in E minor, Op. 11: III. Rondo: Vivace",8.554540,https://www.naxos.com/catalogue/item.asp?item_code=8.554540,<i>10 Things I Hate About You (1999)</i>
"CHOPIN, FRYDERYK","Piano Concerto No. 2 in F Minor, Op. 21: II. Larghetto",8.550369,https://www.naxos.com/catalogue/item.asp?item_code=8.550369,<i>House of Last Things (The Last House) (2013)</i>
"CHOPIN, FRYDERYK","Piano Sonata No. 2 in B-flat minor, Op. 35: III. Marche funebre",8.554533,https://www.naxos.com/catalogue/item.asp?item_code=8.554533,<i>Amazon Women on the Moon (1987) <br/> Bachelor (The) <br/> Beverly Hillbillies (The) (1962) <br/> Citizen Kane (1941) <br/> Fanny and Alexander (1982) <br/> Fighting Temptations (The) (2003) <br/> Paradise Road (1997) <br/> Space Jam (1996)</i>
"CHOPIN, FRYDERYK","Polonaise No. 6 in A-flat major, Op. 53, ""Heroic""",8.554534,https://www.naxos.com/catalogue/item.asp?item_code=8.554534,<i>Chop Suey (2001) <br/> Nothing Lasts Forever (1984) <br/> Shine (1996)</i>
"CHOPIN, FRYDERYK","Prelude No. 1 in C major, Op. 28, No. 1",8.554536,https://www.naxos.com/catalogue/item.asp?item_code=8.554536,<i>Hitchcock (2012)</i>
"CHOPIN, FRYDERYK","Prelude No. 2 in A minor, Op. 28, No. 2",8.554536,https://www.naxos.com/catalogue/item.asp?item_code=8.554536,<i>Autumn Sonata (1978)</i>
"CHOPIN, FRYDERYK","Prelude No. 4 in E minor, Op. 28, No. 4",8.554536,https://www.naxos.com/catalogue/item.asp?item_code=8.554536,<i>Death of Stalin (The) (2017) <br/> Fifty Shades of Grey (2015) <br/> Five Easy Pieces (1970)</i>
"CHOPIN, FRYDERYK","Prelude No. 15 in D-flat major, Op. 28, No. 15",8.554536,https://www.naxos.com/catalogue/item.asp?item_code=8.554536,<i>City by the Sea (2002) <br/> Face/Off (1997) <br/> Hindenburg (The) (1975) <br/> Lady L (1965) <br/> Lost &amp; Found (2016) <br/> Love Is Strange (2014) <br/>  Moonraker (1979) <br/> Shine (1996) <br/> xXx (2002)</i>
"CHOPIN, FRYDERYK","Prelude No. 16 in B-flat minor, Op. 28, No. 16",8.554536,https://www.naxos.com/catalogue/item.asp?item_code=8.554536,<i>Food of Love (2002)</i>
"CHOPIN, FRYDERYK","Scherzo No. 2 in B-flat minor, Op. 31",8.554538,https://www.naxos.com/catalogue/item.asp?item_code=8.554538,<i>Food of Love (2002)</i>
"CHOPIN, FRYDERYK","Waltz No. 1 in E-flat major, Op. 18",8.554539,https://www.naxos.com/catalogue/item.asp?item_code=8.554539,<i>Hudsucker Proxy (The) (1994) <br/> Shaun the Sheep Movie (2015)</i>
"CHOPIN, FRYDERYK","Waltz No. 3 in A minor, Op. 34, No. 2",8.554539,https://www.naxos.com/catalogue/item.asp?item_code=8.554539,<i>Unhook the Stars (1996)</i>
"CHOPIN, FRYDERYK","Waltz No. 6 in D-flat major, Op. 64, No. 1, ""Minute""",8.554539,https://www.naxos.com/catalogue/item.asp?item_code=8.554539,<i>Paycheck (2003) <br/> Pride (I) (2014)</i>
"CHOPIN, FRYDERYK","Waltz No. 7 in C-sharp minor, Op. 64, No. 2",8.554539,https://www.naxos.com/catalogue/item.asp?item_code=8.554539,<i>Arthur (1981) <br/> Avengers (1998) <br/> Brokedown Palace (1999) <br/> Inner Circle (The) <br/> Love Is Strange (2014) <br/> Soapdish (1991)</i>
"CHOPIN, FRYDERYK","Waltz No. 9 in A-flat major, Op. 69, No. 1, ""L'adieu""",8.554539,https://www.naxos.com/catalogue/item.asp?item_code=8.554539,<i>Anna <br/> Je rentre a la maison (I'm Going Home) (2001) <br/> L'amant (The Lover) (1992) <br/> Others (The) (2001) <br/> Trust (The) (2016)</i>
"CHOPIN, FRYDERYK","Waltz No. 10 in B minor, Op. 69, No. 2",8.554539,https://www.naxos.com/catalogue/item.asp?item_code=8.554539,<i>Nixon (1995) <br/> One Chance (2013)</i>
"CHOPIN, FRYDERYK","Waltz No. 11 in G-flat major, Op. 70, No. 1",8.554539,https://www.naxos.com/catalogue/item.asp?item_code=8.554539,<i>V.I. Warshawski (1991)</i>
"CHOPIN, FRYDERYK","Waltz No. 14 in E minor, Op. posth.",8.554539,https://www.naxos.com/catalogue/item.asp?item_code=8.554539,<i>Sneakers (1992)</i>
"CILEA, FRANCESCO",Adriana Lecouvreur: Io son l'umile ancella,8.111275,https://www.naxos.com/catalogue/item.asp?item_code=8.111275,<i>Philadelphia (1993)</i>
"CLARKE, JEREMIAH","Suite in D Major: IV. The Prince of Denmark's March, ""Trumpet Voluntary""",8.572050,https://www.naxos.com/catalogue/item.asp?item_code=8.572050,<i>Glory <br/> Navy Seals (1990) <br/> Quills (2000)</i>
"COPLAND, AARON",Appalachian Spring: I. Very slowly,CDR90000-125,https://www.naxos.com/catalogue/item.asp?item_code=CDR90000-125,<i>He Got Game (1998)</i>
"COPLAND, AARON",Appalachian Spring: VII. Doppio movimento,CDR90000-125,https://www.naxos.com/catalogue/item.asp?item_code=CDR90000-125,<i>Communion <br/> He Got Game (1998)</i>
"COPLAND, AARON",Appalachian Spring: VIII. Moderato,CDR90000-125,https://www.naxos.com/catalogue/item.asp?item_code=CDR90000-125,<i>He Got Game (1998)</i>
"COPLAND, AARON",Billy the Kid Suite: I. Introduction,DOR-90170,https://www.naxos.com/catalogue/item.asp?item_code=DOR-90170,<i>He Got Game (1998)</i>
"COPLAND, AARON",Billy the Kid Suite: VIII. The Open Prairie again,DOR-90170,https://www.naxos.com/catalogue/item.asp?item_code=DOR-90170,<i>He Got Game (1998)</i>
"COPLAND, AARON",Dance Panels: IV. Pas de trois,8.559758,https://www.naxos.com/catalogue/item.asp?item_code=8.559758,<i>He Got Game (1998)</i>
"COPLAND, AARON",Down a Country Lane,CDR90000-021,https://www.naxos.com/catalogue/item.asp?item_code=CDR90000-021,<i>He Got Game (1998)</i>
"COPLAND, AARON",Fanfare for the Common Man,8.550282,https://www.naxos.com/catalogue/item.asp?item_code=8.550282,<i>Drop Dead Gorgeous (1999) <br/> He Got Game (1998)</i>
"COPLAND, AARON",John Henry,074646059326,https://naxosmusiclibrary.com/catalogue/item.asp?cid=074646059326,<i>He Got Game (1998)</i>
"COPLAND, AARON",Letter from Home,8.559240,https://www.naxos.com/catalogue/item.asp?item_code=8.559240,<i>He Got Game (1998)</i>
"COPLAND, AARON",Lincoln Portrait,8.559373-74,https://www.naxos.com/catalogue/item.asp?item_code=8.559373-74,<i>He Got Game (1998)</i>
"COPLAND, AARON",Music for the Theatre Suite: III. Interlude,9.80865,https://www.naxos.com/catalogue/item.asp?item_code=9.80865,<i>He Got Game (1998)</i>
"COPLAND, AARON",New England Countryside,9.80865,https://www.naxos.com/catalogue/item.asp?item_code=9.80865,<i>He Got Game (1998)</i>
"COPLAND, AARON",Orchestral Variations,074644723625,https://naxosmusiclibrary.com/catalogue/item.asp?cid=074644723625,<i>He Got Game (1998)</i>
"COPLAND, AARON",Our Town,CRC3240,https://naxosmusiclibrary.com/catalogue/item.asp?cid=CRC3240,<i>Faculty (The) (1998)</i>
"COPLAND, AARON",Rodeo: IV. Hoe-Down,8.559240,https://www.naxos.com/catalogue/item.asp?item_code=8.559240,<i>He Got Game (1998)</i>
"COPLAND, AARON",The Red Pony Suite: IIIa. Dream March,8.559240,https://www.naxos.com/catalogue/item.asp?item_code=8.559240,<i>He Got Game (1998)</i>
"COPLAND, AARON",The Red Pony Suite: IIIb Circus March,8.559240,https://www.naxos.com/catalogue/item.asp?item_code=8.559240,<i>He Got Game (1998)</i>
"COPLAND, AARON",The Red Pony Suite: V. Grandfather's Story,8.559240,https://www.naxos.com/catalogue/item.asp?item_code=8.559240,<i>He Got Game (1998)</i>
"COPLAND, AARON",The Story of Grovers Corners,9.80865,https://www.naxos.com/catalogue/item.asp?item_code=9.80865,<i>He Got Game (1998)</i>
"CORELLI, ARCANGELO","Concerto Grosso in G Minor, Op. 6, No. 8, ""Christmas Concerto"": III. Adagio-Allegro-Adagio",8.550403,https://www.naxos.com/catalogue/item.asp?item_code=8.550403,<i>Master and Commander: The Far Side of the World (2003)</i>
"CORELLI, ARCANGELO","Follia, Op. 5, No. 12",8.557799,https://www.naxos.com/catalogue/item.asp?item_code=8.557799,<i>Jefferson in Paris (1995)</i>
"COUPERIN, FRANCOIS",3 Lecons de tenebres: Manum suam misit hostis,HMA195210,https://www.naxos.com/catalogue/item.asp?item_code=HMA195210,<i>Pelican Brief (1993)</i>
"CRUMB, GEORGE",Black Angels: Threnody I - Night of the Electric Insects,BCD9139,https://naxosmusiclibrary.com/catalogue/item.asp?cid=BCD9139,<i>Exorcist (The) (1973)</i>
"DANZI, FRANZ","DANZI Wind Quintet in G minor, Op. 56, No. 2",8.553076,https://www.naxos.com/catalogue/item.asp?item_code=8.553076,<i>Flatliners (2017)</i>
"DARKE, HAROLD",In the Bleak Midwinter,8.554179,https://www.naxos.com/catalogue/item.asp?item_code=8.554179,<i>Holding the Man (2015)</i>
"DE LISLE, CLAUDE-JOSEPH ROUGET",La Marseillaise,ODE999-2C,https://www.naxos.com/catalogue/item.asp?item_code=ODE999-2C,<i>Bis (2015) <br/> Hundred-Foot Journey (The) (2014)</i>
"DEBUSSY, CLAUDE",6 Epigraphes antiques: V. Pour l'egyptienne,8.553291,https://www.naxos.com/catalogue/item.asp?item_code=8.553291,<i>Henry &amp; June (1990)</i>
